order_id,user_id,restaurant_id,city,city_tier,order_time,order_value,discount_applied,status,is_crisis_period
ORD02765,U0079,R076,Bangalore,Tier-1,2024-03-01 17:10:00,106.97,22.35,delivered,False
ORD02766,U0004,R016,Indore,Tier-2,2024-01-30 21:57:00,120.77,29.02,delivered,False
ORD02767,U0325,R015,Vadodara,Tier-2,2024-03-18 12:55:00,173.82,0.0,cancelled,True
ORD02768,U0296,R084,Coimbatore,Tier-2,2024-03-17 19:52:00,306.72,61.79,delivered,True
ORD02769,U0082,R049,Indore,Tier-2,2024-03-31 19:54:00,342.8,46.3,delivered,True
ORD02770,U0076,R098,Bhopal,Tier-2,2024-03-20 14:27:00,199.61,0.0,cancelled,True
ORD02771,U0333,R071,Mumbai,Tier-1,2024-01-09 15:26:00,208.72,62.37,delivered,False
ORD02772,U0177,R083,Indore,Tier-2,2024-03-10 22:35:00,155.42,0.0,delivered,False
ORD02773,U0126,R041,Coimbatore,Tier-2,2024-01-16 19:34:00,122.9,0.0,delivered,False
ORD02774,U0357,R001,Mumbai,Tier-1,2024-03-01 11:16:00,297.74,0.0,cancelled,False
ORD02775,U0388,R062,Delhi,Tier-1,2024-03-23 20:58:00,165.32,0.0,delivered,False
ORD02776,U0119,R043,Surat,Tier-2,2024-02-05 10:11:00,122.12,35.95,delivered,False
ORD02777,U0165,R090,Mumbai,Tier-1,2024-01-04 09:10:00,105.21,0.0,delivered,False
ORD02778,U0087,R098,Bhopal,Tier-2,2024-02-19 13:15:00,222.08,0.0,delivered,False
ORD02779,U0156,R024,Delhi,Tier-1,2024-02-24 21:01:00,217.46,0.0,delivered,False
ORD02780,U0035,R100,Vadodara,Tier-2,2024-03-04 20:03:00,203.22,0.0,delivered,False
ORD02781,U0342,R096,Coimbatore,Tier-2,2024-02-03 20:54:00,302.77,56.94,delivered,False
ORD02782,U0340,R005,Mumbai,Tier-1,2024-03-05 19:48:00,84.18,15.56,delivered,False
ORD02783,U0118,R024,Delhi,Tier-1,2024-03-05 09:22:00,332.08,34.48,delivered,False
ORD02784,U0227,R036,Vadodara,Tier-2,2024-03-15 22:38:00,193.33,0.0,delivered,False
ORD02785,U0060,R092,Bangalore,Tier-1,2024-02-05 09:32:00,187.17,0.0,cancelled,False
ORD02786,U0261,R099,Indore,Tier-2,2024-02-21 11:50:00,337.66,74.91,delivered,False
ORD02787,U0178,R048,Bangalore,Tier-1,2024-01-12 18:02:00,240.12,26.37,delivered,False
ORD02788,U0028,R041,Coimbatore,Tier-2,2024-03-30 20:59:00,268.36,0.0,delivered,True
ORD02789,U0103,R067,Bangalore,Tier-1,2024-03-07 09:56:00,203.59,51.25,delivered,False
ORD02790,U0180,R071,Mumbai,Tier-1,2024-01-16 18:45:00,144.91,0.0,delivered,False
ORD02791,U0106,R091,Delhi,Tier-1,2024-01-02 20:23:00,159.66,18.1,delivered,False
ORD02792,U0291,R090,Mumbai,Tier-1,2024-02-25 11:55:00,229.21,0.0,delivered,False
ORD02793,U0223,R004,Mumbai,Tier-1,2024-02-05 11:37:00,235.1,0.0,delivered,False
ORD02794,U0022,R071,Mumbai,Tier-1,2024-01-26 18:47:00,124.16,0.0,delivered,False
ORD02795,U0222,R049,Indore,Tier-2,2024-03-16 11:18:00,149.25,0.0,delivered,False
ORD02796,U0074,R035,Bhopal,Tier-2,2024-02-12 22:59:00,248.91,0.0,delivered,False
ORD02797,U0099,R010,Mumbai,Tier-1,2024-02-01 18:14:00,181.34,21.92,delivered,False
ORD02798,U0151,R087,Surat,Tier-2,2024-01-20 20:39:00,239.25,0.0,delivered,False
ORD02799,U0225,R072,Delhi,Tier-1,2024-01-19 15:32:00,209.71,59.96,delivered,False
ORD02800,U0276,R039,Coimbatore,Tier-2,2024-02-17 13:20:00,230.35,0.0,delivered,False
ORD02801,U0152,R046,Delhi,Tier-1,2024-03-29 20:29:00,180.09,0.0,delivered,False
ORD02802,U0192,R007,Surat,Tier-2,2024-02-17 12:44:00,276.16,0.0,delivered,False
ORD02803,U0047,R020,Bangalore,Tier-1,2024-03-07 21:04:00,259.49,0.0,delivered,False
ORD02804,U0343,R091,Delhi,Tier-1,2024-02-21 14:07:00,138.49,0.0,delivered,False
ORD02805,U0005,R078,Delhi,Tier-1,2024-03-24 21:40:00,312.36,47.88,delivered,False
ORD02806,U0044,R040,Surat,Tier-2,2024-01-04 19:57:00,100.96,18.09,cancelled,False
ORD02807,U0271,R068,Bhopal,Tier-2,2024-03-26 14:40:00,131.9,14.47,delivered,True
ORD02808,U0297,R066,Bhopal,Tier-2,2024-03-27 11:17:00,188.26,53.65,cancelled,True
ORD02809,U0145,R008,Delhi,Tier-1,2024-03-11 13:22:00,204.07,0.0,delivered,False
ORD02810,U0148,R019,Coimbatore,Tier-2,2024-03-01 23:11:00,481.9,0.0,delivered,False
ORD02811,U0117,R097,Bhopal,Tier-2,2024-01-16 18:12:00,201.87,21.08,delivered,False
ORD02812,U0344,R039,Coimbatore,Tier-2,2024-03-06 23:34:00,235.01,66.32,delivered,False
ORD02813,U0279,R065,Bhopal,Tier-2,2024-03-10 20:00:00,278.55,0.0,delivered,False
ORD02814,U0213,R030,Indore,Tier-2,2024-03-10 19:05:00,159.2,0.0,delivered,False
ORD02815,U0319,R026,Delhi,Tier-1,2024-03-03 14:33:00,324.99,0.0,delivered,False
ORD02816,U0151,R040,Surat,Tier-2,2024-01-11 11:11:00,245.47,0.0,delivered,False
ORD02817,U0212,R075,Indore,Tier-2,2024-02-09 17:01:00,156.71,25.75,delivered,False
ORD02818,U0439,R064,Bhopal,Tier-2,2024-02-28 12:51:00,184.49,0.0,delivered,False
ORD02819,U0182,R029,Mumbai,Tier-1,2024-01-26 12:18:00,219.73,0.0,delivered,False
ORD02820,U0464,R030,Indore,Tier-2,2024-01-07 20:59:00,157.26,0.0,delivered,False
ORD02821,U0477,R069,Mumbai,Tier-1,2024-02-22 12:52:00,100.08,0.0,delivered,False
ORD02822,U0300,R029,Mumbai,Tier-1,2024-01-25 18:33:00,298.42,43.18,delivered,False
ORD02823,U0413,R036,Vadodara,Tier-2,2024-03-26 21:49:00,193.4,42.44,delivered,True
ORD02824,U0468,R003,Surat,Tier-2,2024-01-22 20:02:00,126.71,29.96,delivered,False
ORD02825,U0110,R090,Mumbai,Tier-1,2024-03-17 23:16:00,284.53,0.0,delivered,False
ORD02826,U0104,R041,Coimbatore,Tier-2,2024-01-19 19:38:00,211.89,0.0,delivered,False
ORD02827,U0176,R078,Delhi,Tier-1,2024-01-18 23:24:00,157.69,0.0,delivered,False
ORD02828,U0105,R060,Surat,Tier-2,2024-02-20 15:38:00,238.06,0.0,delivered,False
ORD02829,U0440,R090,Mumbai,Tier-1,2024-03-14 11:15:00,238.5,62.86,delivered,False
ORD02830,U0267,R083,Indore,Tier-2,2024-03-31 19:48:00,364.9,0.0,delivered,True
ORD02831,U0039,R037,Indore,Tier-2,2024-02-16 14:22:00,265.52,36.08,delivered,False
ORD02832,U0089,R043,Surat,Tier-2,2024-02-01 19:14:00,270.44,0.0,delivered,False
ORD02833,U0463,R066,Bhopal,Tier-2,2024-01-19 12:23:00,257.16,0.0,delivered,False
ORD02834,U0080,R001,Mumbai,Tier-1,2024-03-15 22:49:00,268.0,0.0,delivered,False
ORD02835,U0205,R027,Indore,Tier-2,2024-01-22 19:29:00,337.89,0.0,delivered,False
ORD02836,U0436,R065,Bhopal,Tier-2,2024-03-09 14:06:00,322.63,0.0,delivered,False
ORD02837,U0486,R087,Surat,Tier-2,2024-03-12 18:17:00,261.34,0.0,delivered,False
ORD02838,U0395,R055,Bangalore,Tier-1,2024-01-25 14:34:00,106.27,0.0,delivered,False
ORD02839,U0014,R026,Delhi,Tier-1,2024-01-27 12:59:00,84.32,0.0,delivered,False
ORD02840,U0351,R088,Coimbatore,Tier-2,2024-02-29 20:38:00,193.57,37.09,delivered,False
ORD02841,U0438,R017,Surat,Tier-2,2024-02-19 14:14:00,384.59,0.0,delivered,False
ORD02842,U0316,R049,Indore,Tier-2,2024-01-29 15:27:00,190.39,0.0,delivered,False
ORD02843,U0119,R003,Surat,Tier-2,2024-02-04 07:19:00,319.7,0.0,cancelled,False
ORD02844,U0279,R097,Bhopal,Tier-2,2024-03-08 19:06:00,81.74,0.0,delivered,False
ORD02845,U0359,R028,Vadodara,Tier-2,2024-02-26 09:08:00,112.32,0.0,delivered,False
ORD02846,U0026,R097,Bhopal,Tier-2,2024-02-13 19:48:00,154.29,0.0,delivered,False
ORD02847,U0445,R057,Bhopal,Tier-2,2024-01-29 21:12:00,290.6,0.0,delivered,False
ORD02848,U0245,R010,Mumbai,Tier-1,2024-02-04 20:57:00,371.91,103.46,delivered,False
ORD02849,U0361,R077,Bangalore,Tier-1,2024-02-02 11:21:00,242.23,0.0,delivered,False
ORD02850,U0454,R007,Surat,Tier-2,2024-01-06 14:14:00,181.72,0.0,delivered,False
ORD02851,U0466,R092,Bangalore,Tier-1,2024-03-05 14:06:00,284.76,28.67,delivered,False
ORD02852,U0125,R091,Delhi,Tier-1,2024-01-16 13:20:00,165.45,0.0,delivered,False
ORD02853,U0266,R066,Bhopal,Tier-2,2024-02-06 18:09:00,127.45,0.0,delivered,False
ORD02854,U0449,R067,Bangalore,Tier-1,2024-01-07 21:22:00,164.02,0.0,delivered,False
ORD02855,U0070,R028,Vadodara,Tier-2,2024-02-14 14:09:00,394.48,0.0,delivered,False
ORD02856,U0086,R074,Bangalore,Tier-1,2024-03-03 13:46:00,282.34,0.0,delivered,False
ORD02857,U0323,R083,Indore,Tier-2,2024-02-05 18:36:00,265.85,0.0,delivered,False
ORD02858,U0096,R095,Coimbatore,Tier-2,2024-02-27 21:49:00,184.12,0.0,delivered,False
ORD02859,U0465,R015,Vadodara,Tier-2,2024-02-12 20:45:00,116.51,21.82,delivered,False
ORD02860,U0373,R005,Mumbai,Tier-1,2024-03-09 10:45:00,220.21,0.0,delivered,False
ORD02861,U0050,R024,Delhi,Tier-1,2024-02-13 21:01:00,270.14,0.0,delivered,False
ORD02862,U0155,R052,Vadodara,Tier-2,2024-03-21 13:24:00,221.42,48.78,delivered,True
ORD02863,U0338,R064,Bhopal,Tier-2,2024-02-25 18:12:00,255.08,0.0,delivered,False
ORD02864,U0375,R033,Mumbai,Tier-1,2024-02-27 10:59:00,421.82,0.0,delivered,False
ORD02865,U0027,R026,Delhi,Tier-1,2024-01-09 12:36:00,291.23,0.0,delivered,False
ORD02866,U0145,R062,Delhi,Tier-1,2024-03-22 08:26:00,664.55,0.0,delivered,False
ORD02867,U0151,R040,Surat,Tier-2,2024-01-27 13:51:00,80.0,0.0,delivered,False
ORD02868,U0233,R045,Indore,Tier-2,2024-03-08 12:31:00,176.39,0.0,delivered,False
ORD02869,U0108,R065,Bhopal,Tier-2,2024-03-08 12:14:00,145.24,0.0,delivered,False
ORD02870,U0209,R029,Mumbai,Tier-1,2024-01-03 12:56:00,147.63,30.09,delivered,False
ORD02871,U0126,R041,Coimbatore,Tier-2,2024-01-31 13:06:00,421.35,0.0,delivered,False
ORD02872,U0157,R045,Indore,Tier-2,2024-02-09 19:05:00,186.36,0.0,delivered,False
ORD02873,U0080,R071,Mumbai,Tier-1,2024-02-06 19:25:00,136.87,0.0,delivered,False
ORD02874,U0278,R044,Indore,Tier-2,2024-01-31 21:37:00,127.86,25.79,delivered,False
ORD02875,U0051,R012,Vadodara,Tier-2,2024-02-06 11:13:00,171.49,44.47,delivered,False
ORD02876,U0464,R063,Indore,Tier-2,2024-01-10 16:17:00,171.36,0.0,delivered,False
ORD02877,U0478,R041,Coimbatore,Tier-2,2024-01-15 17:30:00,99.62,0.0,delivered,False
ORD02878,U0133,R004,Mumbai,Tier-1,2024-02-29 19:55:00,354.39,0.0,delivered,False
ORD02879,U0061,R067,Bangalore,Tier-1,2024-01-05 09:04:00,119.01,28.58,delivered,False
ORD02880,U0057,R042,Mumbai,Tier-1,2024-01-28 20:51:00,229.14,0.0,delivered,False
ORD02881,U0365,R028,Vadodara,Tier-2,2024-01-04 19:43:00,91.91,0.0,delivered,False
ORD02882,U0268,R057,Bhopal,Tier-2,2024-01-04 20:08:00,264.43,0.0,delivered,False
ORD02883,U0384,R043,Surat,Tier-2,2024-02-26 20:19:00,172.78,46.39,delivered,False
ORD02884,U0321,R070,Coimbatore,Tier-2,2024-02-04 19:47:00,319.15,0.0,delivered,False
ORD02885,U0312,R042,Mumbai,Tier-1,2024-03-14 11:47:00,195.37,0.0,delivered,False
ORD02886,U0127,R066,Bhopal,Tier-2,2024-02-22 20:00:00,386.47,0.0,delivered,False
ORD02887,U0137,R009,Coimbatore,Tier-2,2024-03-27 12:20:00,364.39,0.0,delivered,True
ORD02888,U0191,R010,Mumbai,Tier-1,2024-03-02 23:43:00,177.28,0.0,delivered,False
ORD02889,U0134,R077,Bangalore,Tier-1,2024-02-24 18:51:00,139.57,0.0,delivered,False
ORD02890,U0294,R061,Bangalore,Tier-1,2024-02-03 13:43:00,88.58,0.0,delivered,False
ORD02891,U0032,R091,Delhi,Tier-1,2024-01-14 12:33:00,184.27,46.6,delivered,False
ORD02892,U0077,R097,Bhopal,Tier-2,2024-01-18 21:56:00,121.42,0.0,delivered,False
ORD02893,U0174,R008,Delhi,Tier-1,2024-03-10 10:50:00,80.0,0.0,delivered,False
ORD02894,U0382,R045,Indore,Tier-2,2024-01-05 19:15:00,429.48,0.0,cancelled,False
ORD02895,U0359,R100,Vadodara,Tier-2,2024-01-06 22:41:00,329.12,0.0,delivered,False
ORD02896,U0189,R039,Coimbatore,Tier-2,2024-01-28 19:18:00,197.47,0.0,delivered,False
ORD02897,U0224,R006,Bangalore,Tier-1,2024-01-13 11:22:00,257.14,73.99,delivered,False
ORD02898,U0126,R019,Coimbatore,Tier-2,2024-01-29 20:36:00,123.96,24.66,delivered,False
ORD02899,U0225,R026,Delhi,Tier-1,2024-01-07 08:09:00,125.75,26.11,delivered,False
ORD02900,U0389,R065,Bhopal,Tier-2,2024-01-07 10:36:00,236.6,0.0,delivered,False
ORD02901,U0450,R010,Mumbai,Tier-1,2024-01-29 20:52:00,215.85,0.0,delivered,False
ORD02902,U0115,R063,Indore,Tier-2,2024-03-19 14:50:00,297.18,0.0,delivered,True
ORD02903,U0286,R033,Mumbai,Tier-1,2024-03-23 19:37:00,173.69,0.0,delivered,False
ORD02904,U0265,R003,Surat,Tier-2,2024-02-17 08:39:00,517.19,152.02,delivered,False
ORD02905,U0220,R087,Surat,Tier-2,2024-01-22 18:27:00,313.9,67.11,delivered,False
ORD02906,U0357,R005,Mumbai,Tier-1,2024-01-31 22:34:00,150.65,41.89,delivered,False
ORD02907,U0303,R095,Coimbatore,Tier-2,2024-02-15 13:09:00,217.29,0.0,delivered,False
ORD02908,U0465,R036,Vadodara,Tier-2,2024-03-09 20:27:00,252.66,72.26,cancelled,False
ORD02909,U0463,R064,Bhopal,Tier-2,2024-03-29 13:14:00,195.16,0.0,delivered,True
ORD02910,U0339,R082,Coimbatore,Tier-2,2024-03-23 08:45:00,343.21,0.0,delivered,True
ORD02911,U0226,R078,Delhi,Tier-1,2024-02-02 18:59:00,135.98,0.0,delivered,False
ORD02912,U0038,R042,Mumbai,Tier-1,2024-03-14 19:38:00,114.29,0.0,delivered,False
ORD02913,U0228,R038,Bangalore,Tier-1,2024-03-18 13:17:00,287.86,0.0,delivered,False
ORD02914,U0499,R013,Vadodara,Tier-2,2024-03-07 19:27:00,145.97,0.0,delivered,False
ORD02915,U0440,R071,Mumbai,Tier-1,2024-01-02 13:16:00,320.93,0.0,delivered,False
ORD02916,U0220,R017,Surat,Tier-2,2024-01-17 11:50:00,195.34,35.25,delivered,False
ORD02917,U0141,R052,Vadodara,Tier-2,2024-01-14 10:21:00,346.88,75.42,delivered,False
ORD02918,U0347,R045,Indore,Tier-2,2024-03-06 23:22:00,277.04,0.0,delivered,False
ORD02919,U0323,R045,Indore,Tier-2,2024-02-18 18:15:00,337.79,0.0,delivered,False
ORD02920,U0425,R023,Mumbai,Tier-1,2024-03-04 18:52:00,187.66,0.0,delivered,False
ORD02921,U0025,R058,Coimbatore,Tier-2,2024-02-23 20:34:00,204.1,0.0,delivered,False
ORD02922,U0464,R034,Indore,Tier-2,2024-02-25 21:34:00,187.06,0.0,delivered,False
ORD02923,U0084,R011,Mumbai,Tier-1,2024-02-01 12:12:00,202.99,0.0,delivered,False
ORD02924,U0316,R075,Indore,Tier-2,2024-01-31 22:28:00,232.88,0.0,delivered,False
ORD02925,U0491,R019,Coimbatore,Tier-2,2024-03-16 20:19:00,93.72,0.0,delivered,False
ORD02926,U0382,R034,Indore,Tier-2,2024-01-17 12:29:00,163.96,0.0,delivered,False
ORD02927,U0306,R013,Vadodara,Tier-2,2024-03-19 11:46:00,146.87,0.0,delivered,True
ORD02928,U0157,R099,Indore,Tier-2,2024-01-20 17:04:00,232.25,0.0,delivered,False
ORD02929,U0111,R026,Delhi,Tier-1,2024-02-25 13:12:00,110.01,0.0,delivered,False
ORD02930,U0370,R069,Mumbai,Tier-1,2024-02-24 17:59:00,239.66,0.0,delivered,False
ORD02931,U0248,R100,Vadodara,Tier-2,2024-02-13 12:18:00,114.63,17.73,delivered,False
ORD02932,U0139,R086,Bangalore,Tier-1,2024-02-21 23:22:00,235.67,65.46,delivered,False
ORD02933,U0231,R035,Bhopal,Tier-2,2024-03-19 22:59:00,104.95,25.59,delivered,True
ORD02934,U0261,R044,Indore,Tier-2,2024-03-19 19:04:00,225.07,0.0,delivered,True
ORD02935,U0372,R011,Mumbai,Tier-1,2024-03-29 12:50:00,145.41,0.0,delivered,False
ORD02936,U0212,R021,Indore,Tier-2,2024-03-29 19:33:00,171.2,0.0,delivered,True
ORD02937,U0312,R014,Mumbai,Tier-1,2024-01-25 20:26:00,145.14,0.0,delivered,False
ORD02938,U0296,R039,Coimbatore,Tier-2,2024-03-13 20:04:00,303.77,0.0,delivered,False
ORD02939,U0185,R024,Delhi,Tier-1,2024-02-26 20:54:00,138.89,0.0,delivered,False
ORD02940,U0205,R030,Indore,Tier-2,2024-02-03 23:38:00,84.26,0.0,delivered,False
ORD02941,U0016,R080,Delhi,Tier-1,2024-01-05 07:26:00,312.7,0.0,delivered,False
ORD02942,U0399,R068,Bhopal,Tier-2,2024-02-02 17:17:00,300.85,45.04,delivered,False
ORD02943,U0080,R042,Mumbai,Tier-1,2024-01-05 19:58:00,138.77,24.66,delivered,False
ORD02944,U0292,R004,Mumbai,Tier-1,2024-03-03 12:31:00,136.71,0.0,delivered,False
ORD02945,U0377,R060,Surat,Tier-2,2024-02-16 07:45:00,188.93,46.81,delivered,False
ORD02946,U0360,R051,Indore,Tier-2,2024-02-16 20:12:00,116.42,27.1,delivered,False
ORD02947,U0346,R030,Indore,Tier-2,2024-02-23 14:04:00,247.86,0.0,delivered,False
ORD02948,U0167,R038,Bangalore,Tier-1,2024-01-29 10:38:00,175.31,0.0,delivered,False
ORD02949,U0079,R038,Bangalore,Tier-1,2024-01-19 18:22:00,177.37,0.0,cancelled,False
ORD02950,U0190,R046,Delhi,Tier-1,2024-01-28 01:31:00,328.69,0.0,delivered,False
ORD02951,U0216,R026,Delhi,Tier-1,2024-01-04 09:26:00,80.0,0.0,delivered,False
ORD02952,U0329,R082,Coimbatore,Tier-2,2024-03-11 21:03:00,197.82,31.44,delivered,False
ORD02953,U0336,R022,Mumbai,Tier-1,2024-01-20 14:37:00,153.03,0.0,delivered,False
ORD02954,U0255,R046,Delhi,Tier-1,2024-01-20 19:20:00,409.2,0.0,cancelled,False
ORD02955,U0242,R100,Vadodara,Tier-2,2024-03-16 16:44:00,265.44,55.37,delivered,False
ORD02956,U0076,R066,Bhopal,Tier-2,2024-03-17 14:22:00,216.36,0.0,cancelled,True
ORD02957,U0205,R047,Indore,Tier-2,2024-02-18 18:20:00,197.39,0.0,delivered,False
ORD02958,U0133,R001,Mumbai,Tier-1,2024-02-05 12:56:00,159.56,0.0,delivered,False
ORD02959,U0473,R029,Mumbai,Tier-1,2024-02-06 12:26:00,106.56,14.46,cancelled,False
ORD02960,U0447,R012,Vadodara,Tier-2,2024-02-20 11:09:00,297.88,59.15,delivered,False
ORD02961,U0402,R040,Surat,Tier-2,2024-03-22 20:53:00,191.41,41.36,delivered,True
ORD02962,U0148,R096,Coimbatore,Tier-2,2024-03-10 12:17:00,115.84,14.12,delivered,False
ORD02963,U0461,R050,Mumbai,Tier-1,2024-02-06 10:22:00,140.95,0.0,delivered,False
ORD02964,U0378,R090,Mumbai,Tier-1,2024-02-25 23:26:00,153.57,0.0,delivered,False
ORD02965,U0190,R046,Delhi,Tier-1,2024-01-15 18:43:00,294.25,70.34,delivered,False
ORD02966,U0311,R058,Coimbatore,Tier-2,2024-03-16 19:33:00,358.27,98.13,delivered,False
ORD02967,U0299,R059,Indore,Tier-2,2024-02-13 09:49:00,234.84,65.13,delivered,False
ORD02968,U0218,R064,Bhopal,Tier-2,2024-02-05 23:18:00,268.41,60.84,delivered,False
ORD02969,U0097,R096,Coimbatore,Tier-2,2024-02-28 11:38:00,158.03,0.0,delivered,False
ORD02970,U0076,R064,Bhopal,Tier-2,2024-03-02 21:52:00,330.61,0.0,delivered,False
ORD02971,U0382,R059,Indore,Tier-2,2024-03-26 18:19:00,153.37,0.0,cancelled,True
ORD02972,U0119,R040,Surat,Tier-2,2024-02-19 12:30:00,167.39,0.0,delivered,False
ORD02973,U0249,R054,Vadodara,Tier-2,2024-03-06 11:09:00,215.29,0.0,delivered,False
ORD02974,U0194,R044,Indore,Tier-2,2024-03-17 10:19:00,261.94,0.0,delivered,True
ORD02975,U0496,R085,Bangalore,Tier-1,2024-02-04 13:40:00,163.22,0.0,delivered,False
ORD02976,U0265,R043,Surat,Tier-2,2024-03-23 13:43:00,291.54,45.73,delivered,True
ORD02977,U0395,R076,Bangalore,Tier-1,2024-03-07 13:17:00,281.58,66.43,delivered,False
ORD02978,U0369,R062,Delhi,Tier-1,2024-03-26 12:59:00,154.81,0.0,delivered,False
ORD02979,U0265,R017,Surat,Tier-2,2024-01-23 14:07:00,286.24,0.0,delivered,False
ORD02980,U0490,R087,Surat,Tier-2,2024-01-13 22:31:00,258.8,46.65,delivered,False
ORD02981,U0162,R016,Indore,Tier-2,2024-02-01 19:04:00,160.41,45.39,delivered,False
ORD02982,U0182,R010,Mumbai,Tier-1,2024-02-20 11:46:00,281.56,57.21,delivered,False
ORD02983,U0294,R077,Bangalore,Tier-1,2024-03-19 19:43:00,87.93,0.0,delivered,False
ORD02984,U0130,R094,Coimbatore,Tier-2,2024-01-13 20:30:00,222.2,27.99,delivered,False
ORD02985,U0294,R085,Bangalore,Tier-1,2024-03-13 12:42:00,142.76,0.0,delivered,False
ORD02986,U0489,R012,Vadodara,Tier-2,2024-03-28 17:17:00,117.2,21.34,delivered,True
ORD02987,U0444,R076,Bangalore,Tier-1,2024-01-04 13:38:00,267.94,0.0,delivered,False
ORD02988,U0358,R044,Indore,Tier-2,2024-02-16 15:52:00,131.25,0.0,delivered,False
ORD02989,U0376,R020,Bangalore,Tier-1,2024-01-02 19:14:00,190.88,0.0,delivered,False
ORD02990,U0443,R086,Bangalore,Tier-1,2024-03-23 13:44:00,311.55,65.19,cancelled,False
ORD02991,U0480,R070,Coimbatore,Tier-2,2024-02-21 04:18:00,102.21,0.0,delivered,False
ORD02992,U0006,R062,Delhi,Tier-1,2024-02-28 15:55:00,96.49,22.57,delivered,False
ORD02993,U0064,R086,Bangalore,Tier-1,2024-01-16 12:40:00,265.48,68.27,delivered,False
ORD02994,U0478,R094,Coimbatore,Tier-2,2024-02-04 21:51:00,221.01,45.72,delivered,False
ORD02995,U0101,R053,Mumbai,Tier-1,2024-01-30 14:10:00,210.8,25.13,delivered,False
ORD02996,U0304,R059,Indore,Tier-2,2024-03-09 13:47:00,321.18,76.44,delivered,False
ORD02997,U0405,R092,Bangalore,Tier-1,2024-03-08 11:08:00,303.8,0.0,delivered,False
ORD02998,U0117,R097,Bhopal,Tier-2,2024-03-17 15:34:00,368.6,0.0,cancelled,True
ORD02999,U0037,R055,Bangalore,Tier-1,2024-03-28 13:18:00,177.0,0.0,delivered,False
ORD03000,U0220,R007,Surat,Tier-2,2024-02-06 19:36:00,172.84,0.0,delivered,False
ORD03001,U0167,R086,Bangalore,Tier-1,2024-03-09 15:19:00,329.44,54.0,delivered,False
ORD03002,U0384,R032,Surat,Tier-2,2024-02-19 21:27:00,424.43,0.0,cancelled,False
ORD03003,U0369,R026,Delhi,Tier-1,2024-02-08 13:43:00,182.54,0.0,cancelled,False
ORD03004,U0046,R030,Indore,Tier-2,2024-01-20 18:14:00,258.93,0.0,delivered,False
ORD03005,U0191,R010,Mumbai,Tier-1,2024-02-14 18:57:00,178.15,0.0,delivered,False
ORD03006,U0029,R016,Indore,Tier-2,2024-03-21 14:20:00,427.47,0.0,cancelled,True
ORD03007,U0081,R087,Surat,Tier-2,2024-01-25 08:17:00,225.78,0.0,delivered,False
ORD03008,U0097,R039,Coimbatore,Tier-2,2024-02-12 12:39:00,167.38,0.0,delivered,False
ORD03009,U0258,R049,Indore,Tier-2,2024-01-09 18:02:00,353.01,41.01,cancelled,False
ORD03010,U0011,R010,Mumbai,Tier-1,2024-03-20 17:56:00,229.75,28.49,delivered,False
ORD03011,U0273,R060,Surat,Tier-2,2024-02-16 23:08:00,188.44,54.1,delivered,False
ORD03012,U0191,R014,Mumbai,Tier-1,2024-01-13 14:24:00,183.3,0.0,cancelled,False
ORD03013,U0289,R008,Delhi,Tier-1,2024-03-05 13:14:00,87.53,25.34,delivered,False
ORD03014,U0444,R067,Bangalore,Tier-1,2024-02-24 22:51:00,423.38,58.98,delivered,False
ORD03015,U0338,R057,Bhopal,Tier-2,2024-03-11 11:15:00,238.09,0.0,delivered,False
ORD03016,U0074,R035,Bhopal,Tier-2,2024-02-01 15:50:00,134.94,19.97,delivered,False
ORD03017,U0460,R090,Mumbai,Tier-1,2024-01-31 17:02:00,209.16,0.0,delivered,False
ORD03018,U0241,R054,Vadodara,Tier-2,2024-02-21 23:14:00,148.36,0.0,delivered,False
ORD03019,U0353,R063,Indore,Tier-2,2024-03-15 18:46:00,235.09,0.0,delivered,False
ORD03020,U0116,R060,Surat,Tier-2,2024-02-06 19:25:00,180.68,38.7,delivered,False
ORD03021,U0403,R019,Coimbatore,Tier-2,2024-01-02 20:50:00,160.82,26.41,delivered,False
ORD03022,U0324,R008,Delhi,Tier-1,2024-03-21 14:17:00,177.76,34.7,delivered,False
ORD03023,U0227,R015,Vadodara,Tier-2,2024-01-27 15:37:00,188.51,0.0,delivered,False
ORD03024,U0257,R054,Vadodara,Tier-2,2024-01-20 08:39:00,187.86,0.0,delivered,False
ORD03025,U0490,R060,Surat,Tier-2,2024-02-24 12:43:00,250.5,0.0,delivered,False
ORD03026,U0108,R035,Bhopal,Tier-2,2024-03-23 14:33:00,161.16,42.45,cancelled,True
ORD03027,U0491,R082,Coimbatore,Tier-2,2024-02-10 14:25:00,243.26,0.0,delivered,False
ORD03028,U0111,R072,Delhi,Tier-1,2024-03-20 20:26:00,80.0,0.0,delivered,False
ORD03029,U0183,R100,Vadodara,Tier-2,2024-01-22 18:28:00,157.98,0.0,delivered,False
ORD03030,U0013,R003,Surat,Tier-2,2024-02-25 11:32:00,176.75,0.0,delivered,False
ORD03031,U0307,R058,Coimbatore,Tier-2,2024-02-08 20:54:00,144.75,0.0,delivered,False
ORD03032,U0467,R008,Delhi,Tier-1,2024-03-31 10:55:00,102.38,21.3,delivered,False
ORD03033,U0170,R034,Indore,Tier-2,2024-02-23 17:58:00,336.61,0.0,delivered,False
ORD03034,U0451,R057,Bhopal,Tier-2,2024-03-22 20:21:00,109.54,0.0,delivered,True
